months_as_customer,age,policy_number,policy_bind_year,policy_state,policy_csl,policy_deductable,policy_annual_premium,insured_sex,insured_education_level,insured_occupation,incident_type,collision_type,incident_severity,total_claim_amount,vehicle_type,fraud_reported
151,73,827191,2006,IN,250/500,2000,1552,FEMALE,High School,craft-repair,Parked Car,Front Collision,Minor Damage,33971,Sedan,N
190,50,743791,2015,IN,100/300,500,809,MALE,High School,tech-support,Multi-vehicle Collision,Rear Collision,Minor Damage,5201,Truck,Y
224,53,332601,2017,OH,100/300,2000,1845,MALE,College,sales,Vehicle Theft,Rear Collision,Total Loss,42622,Sedan,Y
37,64,227834,2014,IN,100/300,2000,1717,MALE,College,exec-managerial,Vehicle Theft,Side Collision,Minor Damage,41531,Sedan,Y
268,37,134084,2018,IN,250/500,2000,1669,FEMALE,High School,tech-support,Vehicle Theft,Side Collision,Minor Damage,45421,Sports Car,N
369,36,351459,2022,IL,100/300,2000,1979,FEMALE,Associate,exec-managerial,Single Vehicle Collision,Front Collision,Total Loss,26346,SUV,N
183,52,734929,2013,IN,250/500,2000,485,MALE,College,exec-managerial,Single Vehicle Collision,Front Collision,Minor Damage,39958,SUV,N
13,69,205111,2011,IN,100/300,500,955,FEMALE,PhD,tech-support,Single Vehicle Collision,Front Collision,Total Loss,15715,Sedan,N
279,60,549042,2007,IL,500/1000,1000,1798,FEMALE,Masters,tech-support,Multi-vehicle Collision,Front Collision,Total Loss,7681,Sedan,N
217,34,529667,2010,IL,500/1000,1000,1869,FEMALE,College,exec-managerial,Vehicle Theft,Front Collision,Minor Damage,38446,Sports Car,N
355,62,762587,2006,OH,500/1000,1000,777,FEMALE,High School,craft-repair,Parked Car,Front Collision,Minor Damage,48870,Sedan,Y
361,60,262982,2010,IL,500/1000,1000,1813,MALE,Associate,prof-specialty,Multi-vehicle Collision,Side Collision,Minor Damage,18720,Sports Car,N
286,51,398185,2007,OH,250/500,500,1474,FEMALE,Masters,prof-specialty,Multi-vehicle Collision,Front Collision,Minor Damage,3667,SUV,N
273,26,975352,2020,IL,100/300,500,641,FEMALE,College,craft-repair,Multi-vehicle Collision,Side Collision,Minor Damage,30152,SUV,Y
369,43,427825,2012,IL,500/1000,500,1717,MALE,Associate,tech-support,Parked Car,Side Collision,Major Damage,10204,Sports Car,N
62,19,334386,2006,OH,250/500,2000,1319,MALE,Associate,exec-managerial,Vehicle Theft,Rear Collision,Minor Damage,39890,Sedan,N
84,70,443715,2021,IL,500/1000,2000,1986,FEMALE,Associate,prof-specialty,Single Vehicle Collision,Side Collision,Major Damage,26537,SUV,Y
368,26,296553,2013,OH,500/1000,2000,665,FEMALE,High School,exec-managerial,Vehicle Theft,Side Collision,Total Loss,13217,Truck,Y
217,26,561792,2016,IL,250/500,1000,1543,MALE,PhD,craft-repair,Vehicle Theft,Front Collision,Minor Damage,35741,Sports Car,Y
342,57,601174,2007,IN,250/500,2000,1111,MALE,Associate,exec-managerial,Multi-vehicle Collision,Side Collision,Minor Damage,22654,SUV,N
397,34,884625,2015,IL,100/300,1000,1671,MALE,Masters,craft-repair,Multi-vehicle Collision,Front Collision,Minor Damage,3408,SUV,N
187,18,751844,2005,OH,100/300,2000,469,FEMALE,College,tech-support,Multi-vehicle Collision,Front Collision,Total Loss,44903,SUV,Y
19,42,295246,2017,IL,500/1000,1000,456,FEMALE,Masters,craft-repair,Single Vehicle Collision,Front Collision,Major Damage,20672,Truck,N
177,60,650448,2019,OH,500/1000,2000,1805,MALE,High School,craft-repair,Single Vehicle Collision,Rear Collision,Major Damage,43506,Truck,Y
100,57,346242,2009,OH,100/300,2000,438,FEMALE,High School,prof-specialty,Single Vehicle Collision,Front Collision,Minor Damage,49117,Truck,N
396,59,611083,2021,IN,100/300,500,1200,MALE,Masters,exec-managerial,Vehicle Theft,Side Collision,Minor Damage,3218,Sedan,Y
233,42,117633,2010,IN,250/500,2000,1866,FEMALE,PhD,prof-specialty,Multi-vehicle Collision,Front Collision,Minor Damage,38145,Sports Car,N
76,56,903446,2015,OH,100/300,2000,1441,MALE,High School,sales,Parked Car,Front Collision,Minor Damage,45732,Sedan,N
265,52,966964,2022,IL,100/300,500,1131,MALE,High School,craft-repair,Vehicle Theft,Front Collision,Total Loss,32105,Truck,Y
284,20,149104,2008,OH,500/1000,1000,1224,FEMALE,Masters,sales,Single Vehicle Collision,Rear Collision,Minor Damage,6098,Sports Car,N
206,67,963663,2007,OH,100/300,500,1155,FEMALE,High School,prof-specialty,Parked Car,Side Collision,Total Loss,9619,Sedan,Y
223,54,168388,2017,IL,500/1000,500,751,FEMALE,PhD,exec-managerial,Parked Car,Rear Collision,Minor Damage,13939,Sedan,N
384,61,640302,2013,IL,100/300,1000,1721,FEMALE,PhD,prof-specialty,Multi-vehicle Collision,Side Collision,Major Damage,20226,Sedan,N
52,61,192578,2010,IL,250/500,2000,682,FEMALE,PhD,exec-managerial,Parked Car,Rear Collision,Major Damage,27322,Truck,N
339,68,789115,2016,IL,100/300,1000,509,FEMALE,College,exec-managerial,Single Vehicle Collision,Side Collision,Minor Damage,18878,SUV,N
367,47,664678,2006,OH,100/300,2000,1416,MALE,PhD,tech-support,Multi-vehicle Collision,Rear Collision,Minor Damage,8560,Sports Car,N
144,55,385855,2007,OH,100/300,2000,1603,FEMALE,PhD,craft-repair,Parked Car,Front Collision,Total Loss,40278,Truck,Y
373,51,191658,2007,IN,500/1000,1000,943,MALE,College,prof-specialty,Multi-vehicle Collision,Rear Collision,Minor Damage,38212,Sports Car,N
69,29,157993,2016,OH,250/500,500,424,MALE,Associate,exec-managerial,Parked Car,Rear Collision,Minor Damage,31299,Truck,N
99,36,305768,2019,IL,100/300,1000,1242,FEMALE,High School,prof-specialty,Vehicle Theft,Front Collision,Minor Damage,9543,Sedan,N
396,54,258285,2013,IN,500/1000,2000,1190,MALE,PhD,prof-specialty,Vehicle Theft,Front Collision,Major Damage,25946,Sedan,N
25,61,871148,2012,IL,250/500,1000,1137,MALE,High School,exec-managerial,Single Vehicle Collision,Side Collision,Total Loss,33740,SUV,Y
379,66,551000,2015,OH,500/1000,1000,456,FEMALE,Masters,sales,Vehicle Theft,Side Collision,Major Damage,47197,SUV,Y
53,34,893853,2020,IN,500/1000,2000,579,FEMALE,High School,craft-repair,Vehicle Theft,Side Collision,Total Loss,9253,Sports Car,N
151,27,842296,2008,IL,250/500,500,631,FEMALE,College,craft-repair,Vehicle Theft,Rear Collision,Major Damage,15775,SUV,Y
144,74,642015,2005,IN,100/300,1000,742,MALE,High School,tech-support,Parked Car,Side Collision,Minor Damage,34813,SUV,N
57,72,998850,2011,IN,500/1000,2000,876,FEMALE,High School,tech-support,Parked Car,Rear Collision,Major Damage,29632,Sports Car,N
39,66,628646,2006,OH,500/1000,2000,975,FEMALE,High School,tech-support,Multi-vehicle Collision,Rear Collision,Major Damage,4057,Truck,N
109,64,427252,2009,IL,100/300,1000,854,FEMALE,Associate,craft-repair,Parked Car,Side Collision,Total Loss,35431,SUV,Y
181,29,357681,2011,IN,100/300,500,1655,FEMALE,Associate,sales,Vehicle Theft,Side Collision,Total Loss,39436,Truck,Y
42,33,194018,2008,IN,250/500,1000,688,MALE,Masters,craft-repair,Parked Car,Rear Collision,Major Damage,20413,Sedan,N
186,41,486601,2009,IL,250/500,500,1636,FEMALE,College,craft-repair,Single Vehicle Collision,Front Collision,Total Loss,32225,SUV,Y
398,36,394054,2005,IN,250/500,500,657,MALE,High School,craft-repair,Multi-vehicle Collision,Front Collision,Total Loss,40485,Sedan,Y
223,25,751176,2005,IN,100/300,500,929,FEMALE,High School,craft-repair,Multi-vehicle Collision,Rear Collision,Total Loss,4696,Sedan,N
122,48,329104,2019,IN,500/1000,500,1086,MALE,High School,sales,Parked Car,Side Collision,Total Loss,47968,Truck,Y
133,38,942186,2014,IL,500/1000,1000,1328,MALE,High School,tech-support,Vehicle Theft,Rear Collision,Total Loss,18101,Sports Car,N
163,34,293510,2022,IL,250/500,2000,628,MALE,Associate,prof-specialty,Multi-vehicle Collision,Rear Collision,Major Damage,10831,SUV,N
215,40,209847,2007,IL,100/300,2000,1649,FEMALE,Masters,tech-support,Single Vehicle Collision,Side Collision,Total Loss,21047,Truck,Y
221,54,544717,2015,IL,500/1000,2000,995,MALE,PhD,tech-support,Single Vehicle Collision,Front Collision,Minor Damage,7004,Sports Car,N
235,71,554162,2019,OH,250/500,2000,834,FEMALE,College,prof-specialty,Multi-vehicle Collision,Rear Collision,Major Damage,24705,Sedan,N
331,33,924899,2015,IN,500/1000,2000,1281,FEMALE,High School,craft-repair,Vehicle Theft,Front Collision,Major Damage,47924,SUV,Y
146,23,396037,2021,IL,500/1000,2000,1420,FEMALE,Masters,sales,Vehicle Theft,Front Collision,Major Damage,23509,Sedan,N
239,25,176329,2021,IN,100/300,1000,801,FEMALE,PhD,sales,Parked Car,Side Collision,Total Loss,39170,Sedan,Y
76,42,131007,2010,IN,100/300,500,1021,FEMALE,Masters,tech-support,Parked Car,Rear Collision,Minor Damage,45555,SUV,N
9,35,794892,2009,OH,500/1000,2000,487,MALE,Associate,prof-specialty,Multi-vehicle Collision,Rear Collision,Total Loss,16662,Sports Car,Y
74,42,416397,2012,IL,250/500,1000,983,FEMALE,PhD,exec-managerial,Parked Car,Front Collision,Major Damage,40680,Sports Car,Y
253,29,112323,2006,IL,100/300,2000,1965,MALE,Masters,craft-repair,Parked Car,Front Collision,Major Damage,2394,SUV,N
230,32,997767,2020,IN,500/1000,2000,708,MALE,Associate,tech-support,Parked Car,Side Collision,Major Damage,49403,SUV,Y
7,43,212356,2016,IL,100/300,500,1305,MALE,Masters,sales,Single Vehicle Collision,Front Collision,Major Damage,38365,Truck,Y
174,58,735232,2010,IN,100/300,500,742,MALE,Masters,prof-specialty,Parked Car,Side Collision,Total Loss,12524,Truck,N
141,62,304451,2005,IN,100/300,500,835,MALE,PhD,prof-specialty,Multi-vehicle Collision,Rear Collision,Minor Damage,35097,Sedan,N
168,43,378600,2008,OH,500/1000,2000,576,MALE,Associate,tech-support,Vehicle Theft,Side Collision,Minor Damage,28673,SUV,N
170,64,655655,2021,OH,250/500,2000,538,MALE,High School,exec-managerial,Parked Car,Front Collision,Major Damage,19156,Sports Car,N
393,49,154624,2017,OH,250/500,2000,593,FEMALE,College,sales,Vehicle Theft,Rear Collision,Minor Damage,3645,Sedan,N
283,27,503322,2022,IN,250/500,500,1609,MALE,PhD,tech-support,Parked Car,Side Collision,Major Damage,31049,Sedan,Y
122,33,334565,2009,IL,100/300,1000,1641,FEMALE,Associate,exec-managerial,Multi-vehicle Collision,Rear Collision,Major Damage,11815,Sedan,N
194,24,168008,2007,OH,500/1000,2000,1587,MALE,Masters,prof-specialty,Single Vehicle Collision,Side Collision,Minor Damage,3848,Sedan,Y
5,34,477539,2015,IL,100/300,2000,1584,MALE,Associate,craft-repair,Multi-vehicle Collision,Front Collision,Major Damage,36329,Sports Car,Y
29,40,216492,2017,OH,250/500,2000,1342,MALE,College,sales,Single Vehicle Collision,Front Collision,Minor Damage,35541,Sedan,N
165,43,172240,2008,OH,250/500,1000,924,MALE,College,sales,Parked Car,Rear Collision,Major Damage,9311,SUV,N
339,38,426459,2018,IN,500/1000,2000,1465,FEMALE,High School,exec-managerial,Parked Car,Rear Collision,Minor Damage,23563,Truck,N
136,39,825947,2015,OH,100/300,1000,1314,FEMALE,High School,tech-support,Single Vehicle Collision,Rear Collision,Major Damage,17203,Sports Car,N
365,24,372900,2014,OH,250/500,2000,609,FEMALE,College,prof-specialty,Multi-vehicle Collision,Side Collision,Minor Damage,11290,SUV,N
321,31,561227,2022,IN,500/1000,1000,1140,MALE,PhD,exec-managerial,Multi-vehicle Collision,Front Collision,Major Damage,36818,SUV,Y
342,32,398522,2010,IL,100/300,2000,1261,MALE,PhD,craft-repair,Single Vehicle Collision,Rear Collision,Major Damage,19131,SUV,N
145,70,235327,2019,OH,100/300,500,1698,MALE,Masters,craft-repair,Parked Car,Rear Collision,Major Damage,32143,Truck,Y
327,24,749991,2014,IN,250/500,500,1353,FEMALE,High School,craft-repair,Single Vehicle Collision,Rear Collision,Minor Damage,26509,Truck,N
217,26,942981,2009,OH,250/500,500,1702,MALE,Masters,exec-managerial,Parked Car,Side Collision,Total Loss,24244,Truck,Y
301,68,265575,2009,IN,100/300,500,1674,FEMALE,High School,prof-specialty,Single Vehicle Collision,Rear Collision,Major Damage,38741,SUV,Y
132,65,960226,2014,IL,100/300,2000,1733,FEMALE,College,sales,Parked Car,Rear Collision,Major Damage,28898,Truck,N
292,25,599499,2009,IL,250/500,500,1232,MALE,PhD,tech-support,Single Vehicle Collision,Side Collision,Minor Damage,36383,Sedan,N
70,67,593948,2007,IN,100/300,1000,539,MALE,PhD,sales,Vehicle Theft,Side Collision,Major Damage,49318,Truck,Y
252,40,407257,2010,IN,250/500,500,1191,FEMALE,College,prof-specialty,Parked Car,Rear Collision,Major Damage,22138,Sports Car,N
275,46,698357,2008,IN,100/300,500,945,FEMALE,Masters,sales,Multi-vehicle Collision,Rear Collision,Major Damage,45262,SUV,Y
364,35,329189,2022,IL,250/500,500,1416,FEMALE,Masters,exec-managerial,Single Vehicle Collision,Side Collision,Major Damage,7506,SUV,N
182,48,498465,2013,OH,500/1000,2000,1953,MALE,Associate,craft-repair,Multi-vehicle Collision,Front Collision,Total Loss,22605,Sedan,N
167,47,351051,2021,IL,250/500,500,456,MALE,High School,prof-specialty,Single Vehicle Collision,Side Collision,Total Loss,15054,Truck,Y
91,69,749829,2017,IN,250/500,1000,511,MALE,Masters,prof-specialty,Multi-vehicle Collision,Front Collision,Major Damage,30231,Truck,Y
202,56,813936,2019,IN,500/1000,500,404,MALE,College,sales,Multi-vehicle Collision,Rear Collision,Major Damage,15861,Sports Car,N
346,52,611778,2021,IL,100/300,500,1833,MALE,Masters,exec-managerial,Single Vehicle Collision,Rear Collision,Major Damage,13587,Sedan,N
19,35,880641,2017,IN,500/1000,500,1837,MALE,PhD,sales,Single Vehicle Collision,Front Collision,Total Loss,15515,Sports Car,N
39,59,371830,2020,IL,250/500,1000,1605,FEMALE,High School,sales,Multi-vehicle Collision,Side Collision,Total Loss,23675,Sports Car,N
126,56,605629,2008,IN,100/300,500,1436,FEMALE,Associate,prof-specialty,Multi-vehicle Collision,Rear Collision,Minor Damage,40622,SUV,Y
173,34,415507,2009,OH,500/1000,1000,1762,FEMALE,High School,sales,Multi-vehicle Collision,Front Collision,Minor Damage,18600,SUV,N
141,31,459687,2009,OH,100/300,1000,1682,MALE,PhD,craft-repair,Parked Car,Side Collision,Major Damage,29892,Truck,N
242,48,756021,2013,IN,100/300,500,489,FEMALE,PhD,sales,Parked Car,Front Collision,Major Damage,19743,Truck,N
220,41,275915,2021,IL,500/1000,1000,1015,MALE,PhD,craft-repair,Vehicle Theft,Side Collision,Total Loss,5774,Sports Car,N
126,52,719961,2017,OH,100/300,2000,1290,MALE,PhD,prof-specialty,Parked Car,Side Collision,Major Damage,23801,Truck,N
58,61,554179,2006,IL,500/1000,500,1097,FEMALE,College,exec-managerial,Parked Car,Side Collision,Major Damage,39695,Sports Car,Y
148,62,142828,2017,IN,250/500,500,1673,MALE,Associate,craft-repair,Single Vehicle Collision,Side Collision,Total Loss,30853,Truck,Y
317,51,935036,2007,IL,100/300,1000,1678,FEMALE,PhD,exec-managerial,Vehicle Theft,Front Collision,Total Loss,6429,Truck,N
383,20,372670,2014,OH,250/500,1000,1297,FEMALE,PhD,exec-managerial,Vehicle Theft,Front Collision,Total Loss,6606,SUV,N
361,54,955342,2006,IL,250/500,500,1370,MALE,Masters,craft-repair,Parked Car,Front Collision,Total Loss,6478,SUV,N
1,60,125592,2017,IL,100/300,2000,1531,FEMALE,Associate,prof-specialty,Single Vehicle Collision,Front Collision,Minor Damage,20280,SUV,N
387,57,391126,2021,IN,500/1000,1000,1067,FEMALE,High School,tech-support,Single Vehicle Collision,Front Collision,Total Loss,42134,SUV,Y
348,43,886639,2018,IN,100/300,1000,993,FEMALE,Associate,exec-managerial,Vehicle Theft,Side Collision,Total Loss,6427,Sedan,N
190,72,332041,2016,IN,250/500,2000,988,FEMALE,Associate,exec-managerial,Single Vehicle Collision,Rear Collision,Major Damage,48244,SUV,Y
191,40,450877,2016,OH,250/500,2000,884,MALE,Associate,prof-specialty,Multi-vehicle Collision,Rear Collision,Major Damage,7361,Sedan,N
369,61,854296,2015,OH,500/1000,500,1381,FEMALE,PhD,prof-specialty,Parked Car,Front Collision,Major Damage,27475,SUV,Y
312,56,224982,2011,IN,100/300,2000,1371,FEMALE,PhD,sales,Multi-vehicle Collision,Front Collision,Minor Damage,2641,Truck,N
117,32,356911,2008,IN,250/500,500,1681,FEMALE,College,prof-specialty,Vehicle Theft,Rear Collision,Total Loss,23730,Sports Car,N
134,73,168619,2005,OH,250/500,2000,1038,MALE,High School,exec-managerial,Vehicle Theft,Side Collision,Total Loss,23113,Truck,Y
58,66,784688,2007,OH,250/500,1000,1396,FEMALE,Masters,craft-repair,Single Vehicle Collision,Front Collision,Minor Damage,22011,Truck,N
44,21,408623,2017,OH,500/1000,500,681,MALE,Associate,tech-support,Single Vehicle Collision,Side Collision,Total Loss,44853,Sedan,Y
173,46,601643,2019,OH,250/500,500,1385,FEMALE,High School,sales,Vehicle Theft,Rear Collision,Major Damage,21659,SUV,N
160,39,251175,2006,IN,250/500,500,1511,FEMALE,High School,craft-repair,Vehicle Theft,Rear Collision,Minor Damage,38818,Sports Car,N
173,42,270963,2015,OH,100/300,2000,1627,FEMALE,College,tech-support,Multi-vehicle Collision,Front Collision,Total Loss,39321,Sports Car,Y
317,30,241826,2008,IN,100/300,1000,415,MALE,Masters,tech-support,Multi-vehicle Collision,Side Collision,Minor Damage,23309,SUV,N
303,35,855343,2021,IL,250/500,500,1574,MALE,Associate,tech-support,Single Vehicle Collision,Front Collision,Minor Damage,20688,Sedan,N
149,50,967869,2007,IL,250/500,500,1335,MALE,Masters,craft-repair,Multi-vehicle Collision,Rear Collision,Total Loss,30176,Sedan,Y
80,33,198540,2022,OH,100/300,500,653,MALE,College,sales,Single Vehicle Collision,Side Collision,Major Damage,5343,Sedan,N
374,62,959414,2012,IL,500/1000,500,1611,MALE,PhD,sales,Single Vehicle Collision,Front Collision,Total Loss,4056,Sports Car,Y
213,59,727035,2009,IL,500/1000,1000,728,MALE,High School,tech-support,Parked Car,Front Collision,Total Loss,21192,Sedan,N
203,61,286994,2011,IL,500/1000,2000,943,FEMALE,Associate,craft-repair,Single Vehicle Collision,Front Collision,Major Damage,25476,Sedan,N
252,19,410375,2012,OH,500/1000,1000,1182,MALE,PhD,tech-support,Multi-vehicle Collision,Rear Collision,Total Loss,11416,Sports Car,N
229,72,129301,2009,OH,500/1000,500,1396,FEMALE,College,prof-specialty,Vehicle Theft,Front Collision,Total Loss,41994,Sports Car,Y
164,52,322724,2021,IL,500/1000,1000,1820,MALE,Masters,sales,Vehicle Theft,Side Collision,Total Loss,2886,Truck,N
227,59,614003,2009,IN,500/1000,500,1940,MALE,High School,exec-managerial,Multi-vehicle Collision,Front Collision,Minor Damage,10584,Sports Car,N
147,51,293783,2008,IL,500/1000,2000,1882,MALE,Associate,tech-support,Vehicle Theft,Rear Collision,Minor Damage,29766,SUV,Y
20,47,796683,2006,OH,100/300,2000,1753,FEMALE,PhD,prof-specialty,Single Vehicle Collision,Front Collision,Minor Damage,20830,Sports Car,N
47,72,118752,2015,OH,500/1000,2000,1244,MALE,PhD,sales,Vehicle Theft,Rear Collision,Total Loss,22289,Sports Car,N
233,30,837565,2017,OH,500/1000,500,1592,MALE,High School,craft-repair,Multi-vehicle Collision,Rear Collision,Major Damage,13530,Sedan,N
305,30,984884,2019,IL,500/1000,1000,765,FEMALE,Masters,sales,Vehicle Theft,Side Collision,Minor Damage,5591,Truck,N
14,35,768755,2016,IN,250/500,2000,1601,FEMALE,College,craft-repair,Single Vehicle Collision,Side Collision,Major Damage,30342,Sedan,Y
143,49,317029,2015,OH,100/300,500,1054,FEMALE,Masters,craft-repair,Single Vehicle Collision,Front Collision,Total Loss,23395,Truck,N
1,49,156273,2011,OH,100/300,500,1785,FEMALE,Masters,tech-support,Multi-vehicle Collision,Rear Collision,Minor Damage,18738,Sedan,N
373,52,358503,2009,IL,100/300,1000,1159,MALE,Masters,tech-support,Multi-vehicle Collision,Rear Collision,Total Loss,4631,SUV,Y
54,56,716166,2021,IN,500/1000,2000,1038,FEMALE,High School,sales,Multi-vehicle Collision,Side Collision,Major Damage,19905,Sedan,N
374,63,891327,2013,IL,500/1000,500,1463,MALE,High School,prof-specialty,Parked Car,Side Collision,Minor Damage,21056,Sedan,N
259,69,219968,2018,OH,250/500,1000,1323,MALE,College,sales,Parked Car,Front Collision,Minor Damage,46138,SUV,N
144,46,477844,2016,IN,100/300,2000,815,FEMALE,Masters,exec-managerial,Single Vehicle Collision,Rear Collision,Minor Damage,25546,SUV,N
12,66,700847,2010,IN,500/1000,1000,1778,MALE,High School,craft-repair,Parked Car,Side Collision,Minor Damage,37447,Sports Car,N
330,46,110699,2021,OH,100/300,1000,654,FEMALE,College,craft-repair,Parked Car,Front Collision,Major Damage,39190,Sedan,Y
224,70,296133,2020,IN,250/500,500,1566,MALE,College,tech-support,Vehicle Theft,Rear Collision,Minor Damage,28014,SUV,N
272,61,634003,2016,IN,250/500,500,1109,FEMALE,Masters,prof-specialty,Parked Car,Rear Collision,Total Loss,9463,SUV,N
358,74,119169,2016,IL,250/500,500,976,FEMALE,Associate,tech-support,Vehicle Theft,Side Collision,Minor Damage,44381,Sports Car,N
156,33,618652,2010,OH,100/300,1000,1299,FEMALE,Masters,exec-managerial,Multi-vehicle Collision,Front Collision,Major Damage,3780,Truck,N
373,73,218413,2008,OH,500/1000,500,410,FEMALE,Associate,sales,Vehicle Theft,Side Collision,Minor Damage,28107,SUV,N
8,61,743552,2010,OH,500/1000,1000,425,FEMALE,College,sales,Vehicle Theft,Front Collision,Major Damage,33587,SUV,Y
122,64,367926,2015,OH,250/500,1000,1356,FEMALE,High School,prof-specialty,Multi-vehicle Collision,Rear Collision,Major Damage,44192,Sedan,Y
348,74,843537,2005,OH,500/1000,500,820,MALE,PhD,tech-support,Multi-vehicle Collision,Front Collision,Total Loss,41339,Sports Car,Y
164,27,622988,2019,IN,250/500,2000,1644,MALE,College,tech-support,Single Vehicle Collision,Front Collision,Minor Damage,26968,Sedan,N
90,47,224481,2015,IL,100/300,2000,895,MALE,High School,exec-managerial,Single Vehicle Collision,Front Collision,Minor Damage,35593,Truck,Y
136,42,315400,2022,OH,250/500,2000,1660,FEMALE,College,sales,Single Vehicle Collision,Front Collision,Minor Damage,45923,Sports Car,N
186,56,659873,2021,IL,100/300,1000,636,MALE,Masters,tech-support,Single Vehicle Collision,Front Collision,Total Loss,25660,Sedan,N
316,37,917114,2018,IL,250/500,1000,1408,FEMALE,Associate,prof-specialty,Vehicle Theft,Side Collision,Total Loss,4395,SUV,Y
178,22,278936,2022,IN,500/1000,1000,618,MALE,College,sales,Vehicle Theft,Front Collision,Major Damage,38913,SUV,Y
28,18,492136,2019,OH,500/1000,500,1910,MALE,High School,exec-managerial,Single Vehicle Collision,Front Collision,Major Damage,33848,Sports Car,Y
220,47,970848,2019,IN,250/500,1000,860,FEMALE,Masters,prof-specialty,Parked Car,Rear Collision,Major Damage,17779,SUV,N
357,66,548330,2008,OH,500/1000,500,1062,MALE,PhD,craft-repair,Single Vehicle Collision,Front Collision,Total Loss,7492,Sedan,N
41,20,489954,2011,IN,500/1000,500,1034,MALE,Masters,exec-managerial,Parked Car,Rear Collision,Total Loss,31722,Sports Car,Y
228,62,138067,2017,IL,500/1000,2000,1567,MALE,Associate,prof-specialty,Multi-vehicle Collision,Side Collision,Total Loss,9111,SUV,N
192,31,798045,2007,OH,100/300,2000,1389,FEMALE,Masters,tech-support,Vehicle Theft,Side Collision,Major Damage,47855,SUV,Y
145,73,877622,2020,IL,500/1000,2000,588,MALE,PhD,craft-repair,Vehicle Theft,Front Collision,Total Loss,11984,Truck,N
201,47,118073,2013,IL,100/300,500,654,FEMALE,High School,exec-managerial,Parked Car,Side Collision,Major Damage,34016,Truck,Y
212,67,136035,2012,IN,250/500,500,467,MALE,College,tech-support,Single Vehicle Collision,Front Collision,Major Damage,29640,Sports Car,N
220,21,296049,2017,OH,500/1000,500,1015,MALE,Associate,craft-repair,Vehicle Theft,Side Collision,Minor Damage,8792,Truck,N
240,35,333782,2021,IL,500/1000,1000,735,MALE,PhD,sales,Parked Car,Front Collision,Minor Damage,28924,Sedan,N
397,54,714661,2021,IN,500/1000,500,1070,MALE,Associate,tech-support,Multi-vehicle Collision,Front Collision,Minor Damage,34577,SUV,N
46,42,969794,2021,OH,250/500,2000,1220,FEMALE,Masters,prof-specialty,Multi-vehicle Collision,Rear Collision,Major Damage,9711,SUV,N
35,65,714805,2005,OH,100/300,2000,1273,MALE,Associate,exec-managerial,Vehicle Theft,Rear Collision,Minor Damage,22012,SUV,N
253,18,689738,2012,IL,100/300,500,1832,FEMALE,PhD,craft-repair,Single Vehicle Collision,Rear Collision,Minor Damage,36333,Sports Car,N
390,70,634670,2010,OH,500/1000,500,699,FEMALE,College,tech-support,Parked Car,Rear Collision,Minor Damage,38435,Sports Car,N
82,63,826331,2007,IL,250/500,2000,756,MALE,College,sales,Vehicle Theft,Front Collision,Total Loss,41227,Truck,Y
371,32,557828,2009,OH,250/500,500,655,MALE,Associate,exec-managerial,Multi-vehicle Collision,Side Collision,Major Damage,6096,SUV,Y
256,26,845715,2017,IN,250/500,2000,1407,FEMALE,High School,exec-managerial,Single Vehicle Collision,Front Collision,Minor Damage,3019,SUV,N
197,32,161929,2019,IL,250/500,1000,752,FEMALE,Associate,tech-support,Parked Car,Rear Collision,Total Loss,26312,SUV,Y
303,66,857771,2018,IL,250/500,2000,1944,MALE,Masters,sales,Vehicle Theft,Rear Collision,Total Loss,11476,SUV,N
10,74,852878,2020,OH,100/300,1000,923,MALE,College,craft-repair,Parked Car,Side Collision,Total Loss,10254,SUV,N
312,41,985296,2022,OH,100/300,500,1349,MALE,College,tech-support,Single Vehicle Collision,Rear Collision,Minor Damage,34419,Sedan,N
286,21,767689,2015,IL,100/300,500,1155,MALE,College,craft-repair,Single Vehicle Collision,Front Collision,Total Loss,13584,SUV,N
242,29,880965,2007,OH,500/1000,1000,683,MALE,High School,exec-managerial,Multi-vehicle Collision,Front Collision,Major Damage,7965,Sedan,N
251,54,387313,2014,IN,250/500,500,1735,FEMALE,High School,craft-repair,Single Vehicle Collision,Front Collision,Total Loss,13464,SUV,N
365,54,187468,2014,OH,500/1000,1000,498,MALE,PhD,sales,Vehicle Theft,Front Collision,Total Loss,14439,Sports Car,N
5,60,134594,2020,IN,250/500,500,596,MALE,Associate,prof-specialty,Parked Car,Front Collision,Total Loss,39489,Sports Car,Y
119,23,291703,2016,IN,100/300,2000,881,FEMALE,Associate,sales,Single Vehicle Collision,Side Collision,Total Loss,43176,Sedan,Y
289,56,145033,2006,IN,500/1000,500,1277,MALE,Masters,craft-repair,Single Vehicle Collision,Front Collision,Major Damage,34963,SUV,Y
374,73,687421,2013,IN,100/300,2000,1649,MALE,College,tech-support,Vehicle Theft,Rear Collision,Minor Damage,30440,Sports Car,N
65,63,173861,2007,IN,250/500,2000,1014,FEMALE,High School,exec-managerial,Parked Car,Rear Collision,Major Damage,5273,Sports Car,N
146,41,807650,2019,OH,250/500,1000,1017,MALE,Masters,prof-specialty,Parked Car,Rear Collision,Major Damage,17330,SUV,N
224,28,393894,2007,IN,250/500,500,1788,FEMALE,Masters,tech-support,Multi-vehicle Collision,Rear Collision,Minor Damage,23494,SUV,N
